1368,Parent Department,Specialization,Roll Number,Course Code,Semester #,Course Name,LTP,Credit,Type,offered_for_minor,Comments,,,1368,Example,Course Code,Course Name,LTP,Credit,Type,offered_for_minor
220,Computer Science & Engineering,Artificial Intelligence and Data Science,2401AI,CS4199,7,Project – I,0-0-12,6,P1,0,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,,
Ashutosh Kumar Singh,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0,,,,,,,,,,,
241,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS1101,1,Foundations of Programming ,3-0-3,4.5,Core,0,,,,,,,,,,,
242,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0,PH1101/PH1201,,,,,,,,,,
243,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0,,,,,,,,,,,
244,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0,,,,,,,,,,,
245,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,HS1101,1,English for Professionals,2-0-1,2.5,HS,0,,,,,,,,,,,
246,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0,,,,,,,,,,,
247,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS1201,2,Data Structure,3-0-3,4.5,Core,0,,,,,,,,,,,
248,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0,,,,,,,,,,,
249,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0,,,,,,,,,,,
250,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0,,,,,,,,,,,
251,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,IK1101,2,Indian Knowledge System(IKS),3-0-0,3,IKS,0,,,,,,,,,,,
252,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS2101,3,Algorithm,3-0-3,4.5,Core,1,,,,,,,,,,,
253,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS2102,3,Digital Logic and Computer Organization,3-0-3,4.5,Core,0,,,,,,,,,,,
254,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS2103,3,Artificial Intelligence Concepts,2-0-2,3,Core,0,,,,,,,,,,,
255,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS2104,3,Discrete Mathematics,3-0-0,3,Core,0,,,,,,,,,,,
256,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS2105,3,Optimization Techniques,3-0-0,3,Core,0,,,,,,,,,,,
257,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,HS21XX,3,HSS Elective I,3-0-0,3,HS,0,,,,,,,,,,,
258,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS2201,4,Formal Language and Automata Theory,3-0-0,3,Core,0,,,,,,,,,,,
259,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS2202,4,Database and Warehousing,3-0-2,4,Core,1,,,,,,,,,,,
260,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS2203,4,Artificial Intelligence,3-0-3,4.5,Core,0,,,,,,,,,,,
261,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS2204,4,IT Workshop,0-2-2,3,Core,0,,,,,,,,,,,
262,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS2205,4,Computer Architecture,3-0-3,4.5,Core,0,,,,,,,,,,,
263,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS2209,4,IDE - I (Introduction to Data Science),3-0-0,3,IDE1,0,,,,,,,,,,,
264,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS3101,5,Operating System,3-0-3,4.5,Core,1,,,,,,,,,,,
265,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS3102,5,Computer Network,3-0-3,4.5,Core,0,,,,,,,,,,,
266,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS3103,5,Machine Learning,3-0-3,4.5,Core,0,,,,,,,,,,,
267,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS3104,5,Compiler,3-0-3,4.5,Core,0,,,,,,,,,,,
268,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS3109,5,IDE - II (Computer Graphics),3-0-0,3,IDE2,0,,,,,,,,,,,
269,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS3201,6,Cyber Security,3-0-2,4,Core,1,,,,,,,,,,,
270,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS3202,6,Deep Learning,3-0-3,4.5,Core,0,,,,,,,,,,,
271,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS3203,6,Internet of Things,3-0-3,4.5,Core,0,,,,,,,,,,,
272,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS32XX,6,DE1,3-0-0,3,DE1,0,,,,,,,,,,,
273,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS3299,6,Capstone Project,0-0-6,3,Core,0,,,,,,,,,,,
274,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS41XX,7,DE1I,3-0-0,3,DE2,0,,,,,,,,,,,
275,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS41XX,7,DE1II,3-0-0,3,DE3,0,,,,,,,,,,,
276,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS4109,7,IDE1II(Data Analysis and Visualization),3-0-0,3,IDE3,0,,,,,,,,,,,
277,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,HS41PQ,7,HSS Elective II,3-0-0,3,HS2,0,,,,,,,,,,,
278,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS4198,7,Summer Internship/ Summer Project,0-0-12,3,SI,0,,,,,,,,,,,
279,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS4199,7,Project – I,0-0-12,6,P1,0,,,,,,,,,,,
280,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS42XX,8,DE1V,3-0-0,3,DE4,0,,,,,,,,,,,
281,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS42XX,8,DE5,3-0-0,3,DE5,0,,,,,,,,,,,
282,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS42XX,8,DE5I,3-0-0,3,DE6,0,,,,,,,,,,,
283,Computer Science and Engineering,Btech in Computer Science and Engineering,2401CS,CS4299,8,Project – II,0-0-16,8,P2,0,,,,,,,,,,,
284,,,,,,,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,,,,,
288,,,,,,,,,,,,,,,,,,,,,
289,,,,,,,,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,
Surya Teja,,,,,,,,,,,,,,,,,,,,,
301,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0,,,,,,,,,,,
302,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,CS1101,1,Foundations of Programming,3-0-3,4.5,Core,0,,,,,,,,,,,
303,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0,,,,,,,,,,,
304,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0,,,,,,,,,,,
305,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0,,,,,,,,,,,
306,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,HS1101,1,English for Professionals,2-0-1,2.5,HS,0,,,,,,,,,,,
307,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0,,,,,,,,,,,
308,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,CS1201,2,Data Structure,3-0-3,4.5,Core,0,,,,,,,,,,,
309,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0,,,,,,,,,,,
310,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0,,,,,,,,,,,
311,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0,,,,,,,,,,,
312,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,IK1101,2,IKS,3-0-0,3,IKS,0,,,,,,,,,,,
313,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EE2101,3,Measurements and Instrumentation,3-0-2,4,Core,0,,,,,,,,,,,
314,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EE2102,3,Network Analysis and Synthesis,3-0-0,3,Core,0,,,,,,,,,,,
315,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC2101,3,Analog Circuits,3-0-2,4,Core,0,,,,,,,,,,,
316,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC2102,3,Signals and Systems,3-1-0,4,Core,1,,,,,,,,,,,
317,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC2103,3,Semiconductor Devices,3-0-2,4,Core,0,,,,,,,,,,,
318,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,HS21PQ,3,HSS Elective I,3-0-0,3,HS1,0,,,,,,,,,,,
319,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC2201,4,Digital Electronics,3-0-2,4,Core,1,,,,,,,,,,,
320,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC2202,4,Microprocessor,2-0-2,3,Core,0,,,,,,,,,,,
321,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EE2201,4,Control Systems,3-0-2,4,Core,0,,,,,,,,,,,
322,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC2203,4,Computer Organization and Architecture,3-0-0,3,Core,0,,,,,,,,,,,
323,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC2204,4,Internet of Things,3-0-0,3,Core,0,,,,,,,,,,,
324,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,XX22PQ,4,IDE I,3-0-0,3,IDE1,0,,,,,,,,,,,
325,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3101,5,Microcontroller and Embedded System,3-0-2,4,Core,0,,,,,,,,,,,
326,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EE3102,5,VLSI Design,3-0-2,4,Core,0,,,,,,,,,,,
327,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3103,5,Analog Communication,3-0-2,4,Core,1,,,,,,,,,,,
328,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3104,5,Engineering Electromagnetics,3-0-0,3,Core,0,,,,,,,,,,,
329,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3105,5,Random Signals and Stochastic Processes,3-0-0,3,Core,0,,,,,,,,,,,
330,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,XX31PQ,5,IDE II,3-0-0,3,IDE2,0,,,,,,,,,,,
331,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3201,6,Digital Communication,3-0-2,4,Core,0,,,,,,,,,,,
332,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3202,6,Digital Signal Processing,3-0-0,4,Core,0,,,,,,,,,,,
333,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3203,6,Introduction to AI/ML,3-0-0,3,Core,0,,,,,,,,,,,
334,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3204,6,Low Power MOSFETs Design and Modeling,3-0-0,3,Core,0,,,,,,,,,,,
335,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3205,6,Introduction to Wireless Communications,3-0-0,3,Core,0,,,,,,,,,,,
336,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC3206,6,RF Systems,3-0-0,3,Core,0,,,,,,,,,,,
337,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC41XX,7,Department Elective I,3-0-0,3,DE1,0,,,,,,,,,,,
338,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC41XX,7,Department Elective II,3-0-0,3,DE2,0,,,,,,,,,,,
339,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,XX41PQ,7,IDE III,3-0-0,3,IDE3,0,,,,,,,,,,,
340,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,HS41PQ,7,HSS Elective II,3-0-0,3,HS2,0,,,,,,,,,,,
341,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC4198,7,Summer Internship*,0-0-12,3,SI,0,,,,,,,,,,,
342,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC4199,7,Project – I,0-0-12,6,P1,0,,,,,,,,,,,
343,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC42XX,8,Department Elective III,3-0-0,3,DE3,0,,,,,,,,,,,
344,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC42XX,8,Department Elective IV,3-0-0,3,DE4,0,,,,,,,,,,,
345,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC42XX,8,Department Elective V,3-0-0,3,DE5,0,,,,,,,,,,,
346,Electrical Engineering,B. Tech. in Electronics and Communication Engineering (ECE)  and Minor in Communication.,2401EC,EC4299,8,Project – II,0-0-16,8,P2,0,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,
DASARI PARDHA SARADHI,,,,,,,,,,,,,,,,,,,,,
361,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0,,,,,,,,,,,
362,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,CS1101,1,Foundations of Programming ,3-0-3,4.5,Core,0,,,,,,,,,,,
363,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0,,,,,,,,,,,
364,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0,,,,,,,,,,,
365,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0,,,,,,,,,,,
366,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,HS1101,1,English for Professionals,2-0-1,2.5,HS,0,,,,,,,,,,,
367,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0,,,,,,,,,,,
368,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,CS1201,2,Data Structure,3-0-3,4.5,Core,0,,,,,,,,,,,
369,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0,,,,,,,,,,,
370,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0,,,,,,,,,,,
371,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0,,,,,,,,,,,
372,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,IK1101,2,IKS,3-0-0,3,IKS,0,,,,,,,,,,,
373,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE2101,3,Measurements and Instrumentation,3-0-2,4,Core,0,,,,,,,,,,,
374,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE2102,3,Network Analysis and Synthesis,3-0-0,3,Core,0,,,,,,,,,,,
375,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC2101,3,Analog Circuits,3-0-2,4,Core,0,,,,,,,,,,,
376,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC2102,3,Signals and Systems,3-1-0,4,Core,0,,,,,,,,,,,
377,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE2103,3,Electrical Machines – I,2-0-2,3,Core,0,,,,,,,,,,,
378,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,HS21PQ,3,HS1,3-0-0,3,HS1,0,,,,,,,,,,,
379,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC2201,4,Digital Electronics,3-0-2,4,Core,0,,,,,,,,,,,
380,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC2202,4,Microprocessor,2-0-2,3,Core,0,,,,,,,,,,,
381,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE2201,4,Control Systems,3-0-2,4,Core,0,,,,,,,,,,,
382,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE2202,4,Electrical Machines-II,2-0-2,3,Core,0,,,,,,,,,,,
383,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC2204,4,Internet of Things,3-0-0,3,Core,0,,,,,,,,,,,
384,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,XX22PQ,4,IDE1,3-0-0,3,IDE1,0,,,,,,,,,,,
385,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC3101,5,Microcontroller and Embedded System,3-0-2,4,Core,0,,,,,,,,,,,
386,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE3101,5,Power Systems-I,2-0-2,3,Core,0,,,,,,,,,,,
387,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE3102,5,Modern Control Theory,3-0-2,4,Core,0,,,,,,,,,,,
388,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC3104,5,Engineering Electromagnetics,3-0-0,3,Core,0,,,,,,,,,,,
389,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC3105,5,Random Signals and Stochastic Processes,3-0-0,3,Core,0,,,,,,,,,,,
390,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,XX31PQ,5,IDE2,3-0-0,3,IDE2,0,,,,,,,,,,,
391,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE3201,6,Fundamentals of Electric Drives,3-0-2,4,Core,0,,,,,,,,,,,
392,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC3202,6,Digital Signal Processing,3-0-2,4,Core,0,,,,,,,,,,,
393,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EC3203,6,Introduction to AI/ML,3-0-0,3,Core,0,,,,,,,,,,,
394,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE3202,6,Power System II,3-0-2,4,Core,0,,,,,,,,,,,
395,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE3203,6,Power Electronics,3-0-2,4,Core,0,,,,,,,,,,,
396,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE3204,6,Electrical Machine Design,1-0-2,2,Core,0,,,,,,,,,,,
397,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE41xx,7,DE1,3-0-0,3,DE1,0,,,,,,,,,,,
398,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,EE41xx,7,DE2,3-0-0,3,DE2,0,,,,,,,,,,,
399,Electrical Engineering,Btech in Electrical and Electronics Engineering,2401EE,HS41PQ,7,HS2,3-0-0,3,HS2,0,,,,,,,,,,,
